or_name,ee_name,deal_date,n_patents,seller_cik,buyer_cik,deal_id,filer_cik,sec_start,sec_end
JEON BEOM JIN,LG ELECTRONICS INC,2008-12-29,26,,2058873.0,601,2058873.0,2008-09-30,2009-03-29
JEON BYEONGMOON,LG ELECTRONICS INC,2014-04-29,21,,2058873.0,602,2058873.0,2014-01-29,2014-07-28
JEON BYEUNGWOO,SK TELECOM CO LTD,2010-10-12,23,,1015650.0,603,1015650.0,2010-07-14,2011-01-10
JEON BYEUNGWOO,SK TELECOM CO LTD,2011-03-07,21,,1015650.0,604,1015650.0,2010-12-07,2011-06-05
JEON BYEUNGWOO,SK TELECOM CO LTD,2013-05-30,32,,1015650.0,605,1015650.0,2013-03-01,2013-08-28
JEON HOIL,LG ELECTRONICS INC,2020-02-07,37,,2058873.0,606,2058873.0,2019-11-09,2020-05-07
JI SEUNGHYUN,LG ELECTRONICS INC,2020-01-07,27,,2058873.0,607,2058873.0,2019-10-09,2020-04-06
JOBS STEVE,APPLE COMPUTER INC,2005-11-16,20,,320193.0,608,320193.0,2005-08-18,2006-02-14
JOBS STEVE,APPLE INC,2008-02-05,28,,320193.0,609,320193.0,2007-11-07,2008-05-05
JOHN DEERE GMBH CO KG,DEERE COMPANY,2014-12-19,217,315189.0,,610,315189.0,2014-09-20,2015-03-19
JOHNSON CONTROLS TECHNOLOGY COMPANY,CPS TECHNOLOGY HOLDINGS LLC,2019-04-30,100,200406.0,,611,200406.0,2019-01-30,2019-07-29
JOHNSON CONTROLS TECHNOLOGY COMPANY,JOHNSON CONTROLS TYCO IP HOLDINGS LLP,2021-08-06,23,200406.0,200406.0,612,200406.0,2021-05-08,2021-11-04
JOHNSON CONTROLS TECHNOLOGY COMPANY,VISTEON GLOBAL TECHNOLOGIES INC,2014-07-01,21,200406.0,1321834.0,613,200406.0,2014-04-02,2014-09-29
JOHNSON ERIC,CRUX BIOMEDICAL INC,2006-06-22,24,200406.0,,614,200406.0,2006-03-24,2006-09-20
JOHNSON JASON,AUGUST HOME INC,2017-03-26,37,200406.0,,615,200406.0,2016-12-26,2017-06-24
JOHNSON JOSEPH M,REALLY RIGHT STUFF LLC,2015-10-23,21,200406.0,,616,200406.0,2015-07-25,2016-01-21
JOHNSON JOSEPH M SR,REALLY RIGHT STUFF LLC,2015-10-23,23,200406.0,,617,200406.0,2015-07-25,2016-01-21
JOHNSON KARA W,IDEO LP,2014-02-20,23,200406.0,,618,200406.0,2013-11-22,2014-05-21
JOHNSON KARL S,MICRON ELECTRONICS INC,1998-02-10,23,200406.0,,619,200406.0,1997-11-12,1998-05-11
JOHNSON TODD W,MILWAUKEE ELECTRIC TOOL CORPORATION,2004-09-02,47,200406.0,,620,200406.0,2004-06-04,2004-12-01
JOHNSON TODD W,MILWAUKEE ELECTRIC TOOL CORPORATION,2005-09-21,22,200406.0,,621,200406.0,2005-06-23,2005-12-20
JONES TODD K,LIGAND PHARMACEUTICALS INC,2000-09-22,35,,886163.0,622,886163.0,2000-06-24,2000-12-21
JOO JUNGHYUN,LG ELECTRONICS INC,2019-10-28,23,,2058873.0,623,2058873.0,2019-07-30,2020-01-26
JUNG HANJIN,LG ELECTRONICS INC,2016-12-29,23,,2058873.0,624,2058873.0,2016-09-30,2017-03-29
JUNG MIJIN,LG ELECTRONICS INC,2019-10-28,23,,2058873.0,625,2058873.0,2019-07-30,2020-01-26
JUNG SUNGHOON,LG ELECTRONICS INC,2016-06-02,22,,2058873.0,626,2058873.0,2016-03-04,2016-08-31
KADRI ROMI,SONOS INC,2016-12-01,34,,1314727.0,627,1314727.0,2016-09-02,2017-03-01
KALVIG ANDREA BETH,PIONEER HIBRED INTERNATIONAL INC,2018-04-13,49,,105319.0,628,105319.0,2018-01-13,2018-07-12
KALVIG ANDREA BETH,PIONEER HIBRED INTERNATIONAL INC,2019-08-13,31,,105319.0,629,105319.0,2019-05-15,2019-11-11
KALYRA PHARMACEUTICALS INC,ZENO ROYALTIES MILESTONES LLC,2018-07-25,39,1691082.0,,630,1691082.0,2018-04-26,2018-10-23
KAMATH APURV U,DEXCOM INC,2004-01-12,58,,1093557.0,631,1093557.0,2003-10-14,2004-04-11
KAMATH APURV U,DEXCOM INC,2005-03-30,26,,1093557.0,632,1093557.0,2004-12-30,2005-06-28
KAMATH APURV ULLAS,DEXCOM INC,2009-01-07,24,,1093557.0,633,1093557.0,2008-10-09,2009-04-07
KAMSHAD KOUROSH,SEURAT TECHNOLOGIES INC,2016-10-26,24,,1321834.0,634,1321834.0,2016-07-28,2017-01-24
KANG JIWON,LG ELECTRONICS INC,2018-09-11,33,,2058873.0,635,2058873.0,2018-06-13,2018-12-10
KANG KYUNG WON,LG ELECTRONICS INC,2001-08-08,26,,2058873.0,636,2058873.0,2001-05-10,2001-11-06
KANGAS DANIEL J,FORD GLOBAL TECHNOLOGIES LLC,2018-03-28,20,,932021.0,637,932021.0,2017-12-28,2018-06-26
KAOUD EHAB N,FORD GLOBAL TECHNOLOGIES LLC,2020-01-31,45,,932021.0,638,932021.0,2019-11-02,2020-04-30
KAPOOR CHET,BEA SYSTEMS INC,2005-08-02,27,,1352010.0,639,1352010.0,2005-05-04,2005-10-31
KARUBE DAISUKE,DAIKIN INDUSTRIES LTD,2020-08-21,20,,1446519.0,640,1446519.0,2020-05-23,2020-11-19
KASI JAYARAM,BEA SYSTEMS INC,2005-07-22,26,,1352010.0,641,1352010.0,2005-04-23,2005-10-20
KATZ JEFF,BROYHILL FURNITURE INDUSTRIES INC,2004-03-25,21,,72162.0,642,72162.0,2003-12-26,2004-06-23
KATZ JEFFREY,BROYHILL FURNITURE INDUSTRIES INC,2003-06-20,25,,72162.0,643,72162.0,2003-03-22,2003-09-18
KEIM HOLGER,RIGEL PHARMACEUTICALS INC,2003-03-04,20,,1034842.0,644,1034842.0,2002-12-04,2003-06-02
KELLY THOMAS,BAXTER INTERNATIONAL INC,2005-01-26,28,,10456.0,645,10456.0,2004-10-28,2005-04-26
KERR DUNCAN ROBERT,APPLE COMPUTER INC,2005-10-21,22,,320193.0,646,320193.0,2005-07-23,2006-01-19
KERR DUNCAN ROBERT,APPLE INC,2007-12-17,35,,320193.0,647,320193.0,2007-09-18,2008-03-16
KERR DUNCAN ROBERT,APPLE INC,2014-12-09,21,,320193.0,648,320193.0,2014-09-10,2015-03-09
KERR DUNCAN ROBERT,APPLE INC,2015-01-19,38,,320193.0,649,320193.0,2014-10-21,2015-04-19
KERR DUNCAN ROBERT,APPLE INC,2020-07-01,20,,320193.0,650,320193.0,2020-04-02,2020-09-29
KIA AMIRALI,ILLUMINA INC,2019-08-06,28,,1110803.0,651,1110803.0,2019-05-08,2019-11-04
KIM BYOUNG GILL,LG ELECTRONICS INC,2007-07-04,32,,2058873.0,652,2058873.0,2007-04-05,2007-10-02
KIM BYOUNG GILL,LG ELECTRONICS INC,2007-07-26,31,,2058873.0,653,2058873.0,2007-04-27,2007-10-24
KIM BYOUNG GILL,LG ELECTRONICS INC,2008-08-26,49,,2058873.0,654,2058873.0,2008-05-28,2008-11-24
KIM CHULHO,INTERNATIONAL BUSINESS MACHINES CORPORATION,2008-01-31,21,,51143.0,655,51143.0,2007-11-02,2008-04-30
KIM DONG SOO,LG ELECTRONICS INC,2006-12-01,20,,2058873.0,656,2058873.0,2006-09-02,2007-03-01
KIM EUNSUN,LG ELECTRONICS INC,2018-08-08,21,,2058873.0,657,2058873.0,2018-05-10,2018-11-06
KIM EUNSUN,LG ELECTRONICS INC,2018-09-08,24,,2058873.0,658,2058873.0,2018-06-10,2018-12-07
KIM HAEKWANG,SK TELECOM CO LTD,2010-10-16,22,,1015650.0,659,1015650.0,2010-07-18,2011-01-14
KIM HAEKWANG,SK TELECOM CO LTD,2013-07-13,28,,1015650.0,660,1015650.0,2013-04-14,2013-10-11
KIM HAYOON,SK TELECOM CO LTD,2010-12-23,23,,1015650.0,661,1015650.0,2010-09-24,2011-03-23
KIM HAYOON,SK TELECOM CO LTD,2011-03-04,21,,1015650.0,662,1015650.0,2010-12-04,2011-06-02
KIM HYEWON,LG ELECTRONICS INC,2019-08-20,21,,2058873.0,663,2058873.0,2019-05-22,2019-11-18
KIM JAEHYUNG,LG ELECTRONICS INC,2016-04-04,23,,2058873.0,664,2058873.0,2016-01-05,2016-07-03
KIM JIN PIL,LG ELECTRONICS INC,2004-10-25,48,,2058873.0,665,2058873.0,2004-07-27,2005-01-23
KIM JIN PIL,LG ELECTRONICS INC,2006-09-29,23,,2058873.0,666,2058873.0,2006-07-01,2006-12-28
KIM JIN PIL,LG ELECTRONICS INC,2008-08-14,31,,2058873.0,667,2058873.0,2008-05-16,2008-11-12
KIM JIN PIL,LG ELECTRONICS INC,2008-10-20,35,,2058873.0,668,2058873.0,2008-07-22,2009-01-18
KIM JIN WOO,LG ELECTRONICS INC,2006-09-29,24,,2058873.0,669,2058873.0,2006-07-01,2006-12-28
KIM JIN WOO,LG ELECTRONICS INC,2007-07-04,36,,2058873.0,670,2058873.0,2007-04-05,2007-10-02
KIM JIN WOO,LG ELECTRONICS INC,2007-07-26,31,,2058873.0,671,2058873.0,2007-04-27,2007-10-24
KIM JIN WOO,LG ELECTRONICS INC,2008-08-26,49,,2058873.0,672,2058873.0,2008-05-28,2008-11-24
KIM JINJU,LG ELECTRONICS INC,2017-04-04,33,,2058873.0,673,2058873.0,2017-01-04,2017-07-03
KIM JONG MOON,LG ELECTRONICS INC,2006-09-29,24,,2058873.0,674,2058873.0,2006-07-01,2006-12-28
KIM JONG MOON,LG ELECTRONICS INC,2007-07-04,32,,2058873.0,675,2058873.0,2007-04-05,2007-10-02
KIM JONG MOON,LG ELECTRONICS INC,2007-07-26,31,,2058873.0,676,2058873.0,2007-04-27,2007-10-24
KIM JONG MOON,LG ELECTRONICS INC,2008-03-05,23,,2058873.0,677,2058873.0,2007-12-06,2008-06-03
KIM JUNGSUN,LG ELECTRONICS INC,2014-02-20,20,,2058873.0,678,2058873.0,2013-11-22,2014-05-21
KIM JUNKI,LG ELECTRONICS INC,2019-12-02,20,,2058873.0,679,2058873.0,2019-09-03,2020-03-01
KIM KIJUN,LG ELECTRONICS INC,2018-09-11,30,,2058873.0,680,2058873.0,2018-06-13,2018-12-10
KIM KYOUNGJOUNG,LG ELECTRONICS INC,2017-02-13,21,,2058873.0,681,2058873.0,2016-11-15,2017-05-14
KIM MIN GYU,LG ELECTRONICS INC,2011-10-19,22,,2058873.0,682,2058873.0,2011-07-21,2012-01-17
KIM MIN GYU,LG ELECTRONICS INC,2012-07-16,26,,2058873.0,683,2058873.0,2012-04-17,2012-10-14
KIM MINGYU,LG ELECTRONICS INC,2013-02-19,35,,2058873.0,684,2058873.0,2012-11-21,2013-05-20
KIM MIYOUNG,LG ELECTRONICS INC,2016-12-29,27,,2058873.0,685,2058873.0,2016-09-30,2017-03-29
KIM NAMHEE,LG ELECTRONICS INC,2017-04-17,39,,2058873.0,686,2058873.0,2017-01-17,2017-07-16
KIM RYAN YONG,BELKIN INTERNATIONAL INC,2014-09-24,26,,105319.0,687,105319.0,2014-06-26,2014-12-23
KIM SEUNGHWAN,LG ELECTRONICS INC,2022-01-01,91,,2058873.0,688,2058873.0,2021-10-03,2022-04-01
KIM SOJIN,LG ELECTRONICS INC,2020-01-07,27,,2058873.0,689,2058873.0,2019-10-09,2020-04-06
KIM SOOHYOUNG,FORD GLOBAL TECHNOLOGIES LLC,2018-06-19,43,,932021.0,690,932021.0,2018-03-21,2018-09-17
KIM SOOYEON,LG ELECTRONICS INC,2016-12-29,27,,2058873.0,691,2058873.0,2016-09-30,2017-03-29
KIM TAEHO,LG ELECTRONICS INC,2019-10-28,23,,2058873.0,692,2058873.0,2019-07-30,2020-01-26
KIM TAEK SOO,LG ELECTRONICS INC,2008-12-29,26,,2058873.0,693,2058873.0,2008-09-30,2009-03-29
KIM YOOSEOK,LG ELECTRONICS INC,2016-12-01,25,,2058873.0,694,2058873.0,2016-09-02,2017-03-01
KIM YOOSEOK,LG ELECTRONICS INC,2017-07-01,33,,2058873.0,695,2058873.0,2017-04-02,2017-09-29
KIM YOUNG IN,LG ELECTRONICS INC,2006-09-29,24,,2058873.0,696,2058873.0,2006-07-01,2006-12-28
KIM YOUNGKYOUNG,LG ELECTRONICS INC,2016-12-01,23,,2058873.0,697,2058873.0,2016-09-02,2017-03-01
KIM YOUNSOO,LG ELECTRONICS INC,2016-12-01,25,,2058873.0,698,2058873.0,2016-09-02,2017-03-01
KIM YOUNSOO,LG ELECTRONICS INC,2017-07-01,21,,2058873.0,699,2058873.0,2017-04-02,2017-09-29
KIMBERLYCLARK CORPORATION,PROCTER GAMBLE COMPANY THE,1997-10-13,32,,80424.0,700,80424.0,1997-07-15,1998-01-11
KIMBERLYCLARK TISSUE COMPANY,PROCTER GAMBLE COMPANY THE,1997-10-13,33,,80424.0,701,80424.0,1997-07-15,1998-01-11
KIMBERLYCLARK WORLDWIDE INC,SORRENTO THERAPEUTICS INC,2018-07-02,35,,1484565.0,702,1484565.0,2018-04-03,2018-09-30
KIMCHI GUR,AMAZON TECHNOLOGIES INC,2015-01-16,22,,1321834.0,703,1321834.0,2014-10-18,2015-04-16
KING OF FANS INC,CHIEN LUEN INDUSTRIES CO LTD INC,2008-08-20,20,,72162.0,704,72162.0,2008-05-22,2008-11-18
KING OF FANS INC,CHIEN LUEN INDUSTRIES CO LTD INC,2008-08-25,81,,72162.0,705,72162.0,2008-05-27,2008-11-23
KIRKIZLAR HUSEYIN ESER,NATERA INC,2015-04-17,32,,1604821.0,706,1604821.0,2015-01-17,2015-07-16
KIVA SYSTEMS LLC,AMAZON TECHNOLOGIES INC,2012-09-06,22,,1321834.0,707,1321834.0,2012-06-08,2012-12-05
KLINE DANIEL S,DEXCOM INC,2005-03-08,20,,1093557.0,708,1093557.0,2004-12-08,2005-06-06
KO ALLAN,AMAZON TECHNOLOGIES INC,2016-01-13,20,,1321834.0,709,1321834.0,2015-10-15,2016-04-12
KO WOOSUK,LG ELECTRONICS INC,2016-04-04,27,,2058873.0,710,2058873.0,2016-01-05,2016-07-03
KOEKOEK MENNO,TECHNOLOGIES HOLDINGS CORP,2012-04-11,53,,2186.0,711,2186.0,2012-01-12,2012-07-10
KOMATSU YUZO,DAIKIN INDUSTRIES LTD,2020-08-26,20,,1446519.0,712,1446519.0,2020-05-28,2020-11-24
KONINKLIJKE PHILIPS ELECTRONICS NV,CHI MEI OPTOELECTRONICS CORPORATION,2008-06-09,37,313216.0,,713,313216.0,2008-03-11,2008-09-07
KONINKLIJKE PHILIPS ELECTRONICS NV,NXP BV,2007-07-04,33,313216.0,,714,313216.0,2007-04-05,2007-10-02
KONINKLIJKE PHILIPS NV,LUMILEDS LLC,2017-04-28,30,313216.0,,715,313216.0,2017-01-28,2017-07-27
KONINKLIJKE PHILIPS NV,MINICARE BV,2018-04-26,30,313216.0,,716,313216.0,2018-01-26,2018-07-25
KONINKLIJKE PHILIPS NV,PHILIPS LIGHTING HOLDING BV,2016-02-01,156,313216.0,,717,313216.0,2015-11-03,2016-05-01
KONINKLIJKE PHILIPS NV,PHILIPS PHOTONICS GMBH,2019-03-28,33,313216.0,,718,313216.0,2018-12-28,2019-06-26
KOO MOONMO,LG ELECTRONICS INC,2021-12-27,32,,2058873.0,719,2058873.0,2021-09-28,2022-03-27
KOTTOMTHARAYIL RAJIV,COMMVAULT SYSTEMS INC,2008-05-14,40,,1169561.0,720,1169561.0,2008-02-14,2008-08-12
KOTTOMTHARAYIL RAJIV,COMMVAULT SYSTEMS INC,2008-09-15,20,,1169561.0,721,1169561.0,2008-06-17,2008-12-14
KOVEL KIM,NIKE INC,2018-11-01,23,,320187.0,722,320187.0,2018-08-03,2019-01-30
KUMAR MAYANK,TILE INC,2016-10-28,21,,1552800.0,723,1552800.0,2016-07-30,2017-01-26
KUMARASAMY PARAMASIVAM,COMMVAULT SYSTEMS INC,2013-03-04,25,,1169561.0,724,1169561.0,2012-12-04,2013-06-02
KWAK KOOK YEON,LG ELECTRONICS INC,2001-08-08,26,,2058873.0,725,2058873.0,2001-05-10,2001-11-06
KWAK KOOK YEON,LG ELECTRONICS INC,2006-09-29,23,,2058873.0,726,2058873.0,2006-07-01,2006-12-28
KWAK KOOK YEON,LG ELECTRONICS INC,2007-07-04,22,,2058873.0,727,2058873.0,2007-04-05,2007-10-02
KWAK KOOK YEON,LG ELECTRONICS INC,2007-07-27,26,,2058873.0,728,2058873.0,2007-04-28,2007-10-25
KWAK KOOK YEON,LG ELECTRONICS INC,2008-08-18,44,,2058873.0,729,2058873.0,2008-05-20,2008-11-16
LAMBETH DAVID N,DYNAMICS INC,2008-12-18,29,,1022671.0,730,1022671.0,2008-09-19,2009-03-18
LAMM STEFAN,FORD GLOBAL TECHNOLOGIES LLC,2007-11-30,21,,932021.0,731,932021.0,2007-09-01,2008-02-28
LANCIA DAVID R JR,FORMA THERAPEUTICS INC,2016-06-20,20,,1001316.0,732,1001316.0,2016-03-22,2016-09-18
LANDISGYR TECHNOLOGY INC,LANDISGYR INNOVATIONS INC,2017-03-10,22,1779474.0,,733,1779474.0,2016-12-10,2017-06-08
LARKIN CARL,AMERICAN EXPRESS TRAVEL RELATED SERVICES COMPANY INC,2004-07-15,20,,4962.0,734,4962.0,2004-04-16,2004-10-13
LAURO PAUL A,INTERNATIONAL BUSINESS MACHINES CORPORATION,1993-05-03,38,,51143.0,735,51143.0,1993-02-02,1993-08-01
LAWSON JEFF,TWILIO INC,2012-10-03,22,,1447669.0,736,1447669.0,2012-07-05,2013-01-01
LAZIER COLIN LAIRD,AMAZON TECHNOLOGIES INC,2015-07-29,26,,1321834.0,737,1321834.0,2015-04-30,2015-10-27
LEABMAN MICHAEL A,MOVANO INC,2019-11-12,31,,1734750.0,738,1734750.0,2019-08-14,2020-02-10
LEARD FRANCIS L,SEURAT TECHNOLOGIES INC,2016-10-26,24,,1321834.0,739,1321834.0,2016-07-28,2017-01-24
LEATHER MARK,ADVANCED MICRO DEVICES INC,2012-03-30,20,,2488.0,740,2488.0,2011-12-31,2012-06-28
LEE 2 DONGHOON,LG ELECTRONICS INC,2021-03-30,28,,2058873.0,741,2058873.0,2020-12-30,2021-06-28
LEE ALLISON WAINGOLD,SNOWFLAKE COMPUTING INC,2015-03-09,32,,1640147.0,742,1640147.0,2014-12-09,2015-06-07
LEE BUMSANG,LG ELECTRONICS INC,2019-10-28,23,,2058873.0,743,2058873.0,2019-07-30,2020-01-26
LEE CHUL SOO,LG ELECTRONICS INC,2008-08-18,31,,2058873.0,744,2058873.0,2008-05-20,2008-11-16
LEE CHUL SOO,LG ELECTRONICS INC,2008-10-13,66,,2058873.0,745,2058873.0,2008-07-15,2009-01-11
LEE DONGHOON,LG ELECTRONICS INC,2021-03-30,47,,2058873.0,746,2058873.0,2020-12-30,2021-06-28
LEE HOPHIL,LG ELECTRONICS INC,2017-02-13,21,,2058873.0,747,2058873.0,2016-11-15,2017-05-14
LEE HYOUNG GON,LG ELECTRONICS INC,2006-09-29,24,,2058873.0,748,2058873.0,2006-07-01,2006-12-28
LEE HYOUNG GON,LG ELECTRONICS INC,2007-07-04,37,,2058873.0,749,2058873.0,2007-04-05,2007-10-02
LEE HYOUNG GON,LG ELECTRONICS INC,2007-07-26,31,,2058873.0,750,2058873.0,2007-04-27,2007-10-24
LEE HYOUNG GON,LG ELECTRONICS INC,2008-08-28,50,,2058873.0,751,2058873.0,2008-05-30,2008-11-26
LEE JIHONG,LG ELECTRONICS INC,2015-06-19,22,,2058873.0,752,2058873.0,2015-03-21,2015-09-17
LEE JONGHAK,LG ELECTRONICS INC,2020-01-07,27,,2058873.0,753,2058873.0,2019-10-09,2020-04-06
LEE JOON HUI,LG ELECTRONICS INC,2008-08-14,29,,2058873.0,754,2058873.0,2008-05-16,2008-11-12
LEE JUNGHWAN,LG ELECTRONICS INC,2019-08-20,21,,2058873.0,755,2058873.0,2019-05-22,2019-11-18
LEE KYUNGAH,LG ELECTRONICS INC,2013-07-22,20,,2058873.0,756,2058873.0,2013-04-23,2013-10-20
LEE KYUNGAH,LG ELECTRONICS INC,2020-02-07,37,,2058873.0,757,2058873.0,2019-11-09,2020-05-07
LEE MOON IL,LG ELECTRONICS INC,2012-04-25,24,,2058873.0,758,2058873.0,2012-01-26,2012-07-24
LEE MYUNGWHOON,LG ELECTRONICS INC,2020-01-08,24,,2058873.0,759,2058873.0,2019-10-10,2020-04-07
LEE SEUNGHOON,FORD GLOBAL TECHNOLOGIES LLC,2013-02-11,25,,932021.0,760,932021.0,2012-11-13,2013-05-12
LEE TAEKGI,LG ELECTRONICS INC,2017-04-26,22,,2058873.0,761,2058873.0,2017-01-26,2017-07-25
LEE WOOKYONG,LG ELECTRONICS INC,2021-03-30,47,,2058873.0,762,2058873.0,2020-12-30,2021-06-28
LEE YONGHO,LG ELECTRONICS INC,2016-12-01,47,,2058873.0,763,2058873.0,2016-09-02,2017-03-01
LEE YONGHO,LG ELECTRONICS INC,2018-06-01,36,,2058873.0,764,2058873.0,2018-03-03,2018-08-30
LEE YOUNGDAE,LG ELECTRONICS INC,2009-07-28,26,,2058873.0,765,2058873.0,2009-04-29,2009-10-26
LEE YOUNGDAE,LG ELECTRONICS INC,2016-06-02,21,,2058873.0,766,2058873.0,2016-03-04,2016-08-31
LEE YUNGLYUL,SK TELECOM CO LTD,2010-10-16,23,,1015650.0,767,1015650.0,2010-07-18,2011-01-14
LEE YUNGLYUL,SK TELECOM CO LTD,2011-02-25,20,,1015650.0,768,1015650.0,2010-11-27,2011-05-26
LEE YUNGLYUL,SK TELECOM CO LTD,2013-07-12,31,,1015650.0,769,1015650.0,2013-04-13,2013-10-10
LETOURNEAU JACK J,SKYLER TECHNOLOGY INC,2005-03-23,21,,1819974.0,770,1819974.0,2004-12-23,2005-06-21
LETOURNEAU JACK J,SKYLER TECHNOLOGY INC,2006-06-21,20,,1819974.0,771,1819974.0,2006-03-23,2006-09-19
LETTAU TYLER,TILE INC,2016-10-27,21,,1552800.0,772,1552800.0,2016-07-29,2017-01-25
LEWIS JERRY D,INTERNATIONAL BUSINESS MACHINES CORPORATION,1997-04-14,21,,51143.0,773,51143.0,1997-01-14,1997-07-13
LG ELECTRONICS INC,OPTIS CELLULAR TECHNOLOGY LLC,2013-12-19,27,2058873.0,,774,2058873.0,2013-09-20,2014-03-19
LI HUI,RIGEL PHARMACEUTICALS INC,2003-03-04,20,,1034842.0,775,1034842.0,2002-12-04,2003-06-02
LI SHUAI,HERMES MICROVISION INC,2016-12-22,28,,65770.0,776,65770.0,2016-09-23,2017-03-22
LI YIZE,ALIBABA GROUP HOLDING LIMITED,2020-03-09,22,,1577552.0,777,1577552.0,2019-12-10,2020-06-07
LI YONG,JOHNSON ELECTRIC SA,2016-08-25,22,,200406.0,778,200406.0,2016-05-27,2016-11-23
LI YUE,JOHNSON ELECTRIC SA,2016-08-25,22,,200406.0,779,200406.0,2016-05-27,2016-11-23
LI ZHIGUO,ALIBABA GROUP HOLDING LIMITED,2020-03-20,28,,1577552.0,780,1577552.0,2019-12-21,2020-06-18
LIANG GEORGE,FLORIDA TURBINE TECHNOLOGIES INC,2010-04-29,24,,1321834.0,781,1321834.0,2010-01-29,2010-07-28
LICKRISH DAVID,IRONSHORE PHARMACEUTICALS DEVELOPMENT INC,2013-10-29,20,,1691082.0,782,1691082.0,2013-07-31,2014-01-27
LICOR INC,PACIFIC BIOSCIENCES OF CALIFORNIA INC,2007-08-27,24,,1299130.0,783,1299130.0,2007-05-29,2007-11-25
LIM CHULMIN,LG ELECTRONICS INC,2019-10-28,23,,2058873.0,784,2058873.0,2019-07-30,2020-01-26
LIM JAE HYUN,LG ELECTRONICS INC,2006-12-01,20,,2058873.0,785,2058873.0,2006-09-02,2007-03-01
LIM JAEHYUN,LG ELECTRONICS INC,2021-12-29,41,,2058873.0,786,2058873.0,2021-09-30,2022-03-29
LIM JEONGYEON,SK TELECOM CO LTD,2013-03-07,22,,1015650.0,787,1015650.0,2012-12-07,2013-06-05
LIM JEONGYEON,SK TELECOM CO LTD,2013-05-28,39,,1015650.0,788,1015650.0,2013-02-27,2013-08-26
LIM STEPHEN,PEPSICO INC,2012-02-24,20,,77476.0,789,77476.0,2011-11-26,2012-05-24
LIM STEPHEN,PEPSICO INC,2013-12-19,22,,77476.0,790,77476.0,2013-09-20,2014-03-19
LIN WENJIAN,QUALCOMM MEMS TECHNOLOGIES INC,2006-03-24,29,,1321834.0,791,1321834.0,2005-12-24,2006-06-22
LINK JOHN O,GILEAD SCIENCES INC,2013-10-17,27,,882095.0,792,882095.0,2013-07-19,2014-01-15
LIQUID CARBONIC CORPORATION,PRAXAIR TECHNOLOGY INC,1997-12-02,33,,1779474.0,793,1779474.0,1997-09-03,1998-03-02
LIRA SARA JANE,PIONEER HIBRED INTERNATIONAL INC,2020-03-23,20,,105319.0,794,105319.0,2019-12-24,2020-06-21
LIU CHIHCHENG,CHANGXIN MEMORY TECHNOLOGIES INC,2021-07-20,23,,1321834.0,795,1321834.0,2021-04-21,2021-10-18
LIU DAVID,STEM CENTRX INC,2013-02-22,32,,1758766.0,796,1758766.0,2012-11-24,2013-05-23
LIU JIAWEI,ALIBABA GROUP HOLDING LIMITED,2019-12-12,22,,1577552.0,797,1577552.0,2019-09-13,2020-03-11
LIU XUEDONG,HERMES MICROVISION INC,2016-12-21,22,,65770.0,798,65770.0,2016-09-22,2017-03-21
LOCKHEED MARTIN CORPORATION,BAE SYSTEMS INFORMATION AND ELECTRONIC SYSTEMS INTEGRATION INC,2000-11-27,68,,708781.0,799,708781.0,2000-08-29,2001-02-25
LOEW ANDREAS,ELSTAR THERAPEUTICS INC,2021-02-16,23,,1001316.0,800,1001316.0,2020-11-18,2021-05-17
LOW GLEN OLIVER,STEELCASE INC,2012-10-12,22,,1050825.0,801,1050825.0,2012-07-14,2013-01-10
LSI CORPORATION,NETAPP INC,2011-05-06,25,,1002047.0,802,1002047.0,2011-02-05,2011-08-04
LU PENGCHENG,BOE TECHNOLOGY GROUP CO LTD,2017-04-27,21,,1852440.0,803,1852440.0,2017-01-27,2017-07-26
LU WEI,FORMA THERAPEUTICS INC,2016-06-20,20,,1001316.0,804,1001316.0,2016-03-22,2016-09-18
LUCAS EARL,FORD GLOBAL TECHNOLOGIES LLC,2017-03-02,24,,932021.0,805,932021.0,2016-12-02,2017-05-31
LUCAS EARL C,FORD GLOBAL TECHNOLOGIES LLC,2017-10-24,34,,932021.0,806,932021.0,2017-07-26,2018-01-22
LUCENT TECHNOLOGIES INC,AGERE SYSTEMS GUARDIAN CORP,2001-01-30,103,1726079.0,,807,1726079.0,2000-11-01,2001-04-30
LUCENT TECHNOLOGIES INC,AGERE SYSTEMS INC,2001-01-30,57,1726079.0,,808,1726079.0,2000-11-01,2001-04-30
LUCENT TECHNOLOGIES INC,AGERE SYSTEMS INC,2002-05-31,31,1726079.0,,809,1726079.0,2002-03-02,2002-08-29
LUCENT TECHNOLOGIES INC,AGERE SYSTEMS OPTOELECTRONICS GUARDIAN CORP,2001-01-30,37,1726079.0,,810,1726079.0,2000-11-01,2001-04-30
LUCENT TECHNOLOGIES INC,AVAYA TECHNOLOGY CORP,2000-09-29,39,1726079.0,,811,1726079.0,2000-07-01,2000-12-28
LUCENT TECHNOLOGIES INC,PARADYNE CORPORATION FORMERLY KNOWN AS ATT PARADYNE CORPORATION,1996-07-31,31,1726079.0,,812,1726079.0,1996-05-02,1996-10-29
LUCENT TECHNOLOGIES INC,TYCO ELECTRONICS LOGISTICS AG,2000-12-29,228,1726079.0,,813,1726079.0,2000-09-30,2001-03-29
LUDWIG JAMES N,STEELCASE INC,2012-10-15,23,,1050825.0,814,1050825.0,2012-07-17,2013-01-13
