cik,accession,document,description,type,doc_class
1321834,000149315221022581,mymd-20210913_pre.xml,INLINE XBRL TAXONOMY EXTENSION PRESENTATION LINKBASE DOCUMENT,EX-101.PRE,other
1321834,000149315221022581,form8-k_htm.xml,EXTRACTED XBRL INSTANCE DOCUMENT,XML,other
1321834,000114420414018497,v372683_10k.htm,10-K,10-K,other
1321834,000114420414018497,v372683_ex31-1.htm,EXHIBIT 31.1,EX-31.1,other
1321834,000114420414018497,v372683_ex31-2.htm,EXHIBIT 31.2,EX-31.2,other
1321834,000114420414018497,v372683_ex32-1.htm,EXHIBIT 32.1,EX-32.1,other
1321834,000114420414018497,v372683_ex32-2.htm,EXHIBIT 32.2,EX-32.2,other
1321834,000114420414018497,0001144204-14-018497.txt,Complete submission text file,,other
1321834,000149315219016340,form8-k.htm,,8-K,other
1321834,000149315219016340,0001493152-19-016340.txt,Complete submission text file,,other
1321834,000149315220013127,form8-k.htm,,8-K,other
1321834,000149315220013127,0001493152-20-013127.txt,Complete submission text file,,other
1321834,000149315215001915,form10-q.htm,,10-Q,other
1321834,000149315215001915,ex31-1.htm,,EX-31.1,other
1321834,000149315215001915,ex31-2.htm,,EX-31.2,other
1321834,000149315215001915,ex32-1.htm,,EX-32.1,other
1321834,000149315215001915,ex32-2.htm,,EX-32.2,other
1321834,000149315215001915,0001493152-15-001915.txt,Complete submission text file,,other
1321834,000149315215001915,aker-20150331.xml,XBRL INSTANCE FILE,EX-101.INS,other
1321834,000149315215001915,aker-20150331.xsd,XBRL SCHEMA FILE,EX-101.SCH,other
1321834,000149315215001915,aker-20150331_cal.xml,XBRL CALCULATION FILE,EX-101.CAL,other
1321834,000149315215001915,aker-20150331_def.xml,XBRL DEFINITION FILE,EX-101.DEF,other
1321834,000149315215001915,aker-20150331_lab.xml,XBRL LABEL FILE,EX-101.LAB,other
1321834,000149315215001915,aker-20150331_pre.xml,XBRL PRESENTATION FILE,EX-101.PRE,other
1321834,000149315221028868,form8-k.htm iXBRL,,8-K,other
1321834,000149315221028868,ex99-1.htm,,EX-99.1,other
1321834,000149315221028868,0001493152-21-028868.txt,Complete submission text file,,other
1321834,000149315221028868,mymd-20211116.xsd,XBRL SCHEMA FILE,EX-101.SCH,other
1321834,000149315221028868,mymd-20211116_lab.xml,XBRL LABEL FILE,EX-101.LAB,other
1321834,000149315221028868,mymd-20211116_pre.xml,XBRL PRESENTATION FILE,EX-101.PRE,other
1321834,000149315221028868,form8-k_htm.xml,EXTRACTED XBRL INSTANCE DOCUMENT,XML,other
1321834,000149315216012182,form10q.htm,,10-Q,other
1321834,000149315216012182,ex31-1.htm,,EX-31.1,other
1321834,000149315216012182,ex31-2.htm,,EX-31.2,other
1321834,000149315216012182,ex32-1.htm,,EX-32.1,other
1321834,000149315216012182,ex32-2.htm,,EX-32.2,other
1321834,000149315216012182,0001493152-16-012182.txt,Complete submission text file,,other
1321834,000149315216012182,aker-20160630.xml,XBRL INSTANCE FILE,EX-101.INS,other
1321834,000149315216012182,aker-20160630.xsd,XBRL SCHEMA FILE,EX-101.SCH,other
1321834,000149315216012182,aker-20160630_cal.xml,XBRL CALCULATION FILE,EX-101.CAL,other
1321834,000149315216012182,aker-20160630_def.xml,XBRL DEFINITION FILE,EX-101.DEF,other
1321834,000149315216012182,aker-20160630_lab.xml,XBRL LABEL FILE,EX-101.LAB,other
1321834,000149315216012182,aker-20160630_pre.xml,XBRL PRESENTATION FILE,EX-101.PRE,other
1321834,000114420414048672,v386197_10q.htm,10-Q,10-Q,other
1321834,000114420414048672,v386197_ex31-1.htm,EXHIBIT 31.1,EX-31.1,other
1321834,000114420414048672,v386197_ex31-2.htm,EXHIBIT 31.2,EX-31.2,other
1321834,000114420414048672,v386197_ex32-1.htm,EXHIBIT 32.1,EX-32.1,other
1321834,000114420414048672,v386197_ex32-2.htm,EXHIBIT 32.2,EX-32.2,other
1321834,000114420414048672,0001144204-14-048672.txt,Complete submission text file,,other
1321834,000114420414048672,aker-20140630.xml,XBRL INSTANCE DOCUMENT,EX-101.INS,other
1321834,000114420414048672,aker-20140630.xsd,XBRL TAXONOMY EXTENSION SCHEMA,EX-101.SCH,other
1321834,000114420414048672,aker-20140630_cal.xml,XBRL TAXONOMY EXTENSION CALCULATION LINKBASE,EX-101.CAL,other
1321834,000114420414048672,aker-20140630_def.xml,XBRL TAXONOMY EXTENSION DEFINITION LINKBASE,EX-101.DEF,other
1321834,000114420414048672,aker-20140630_lab.xml,XBRL TAXONOMY EXTENSION LABEL LINKBASE,EX-101.LAB,other
1321834,000114420414048672,aker-20140630_pre.xml,XBRL TAXONOMY EXTENSION PRESENTATION LINKBASE,EX-101.PRE,other
1321834,000149315219018556,form8-k.htm,,8-K,other
1321834,000149315219018556,ex3-1.htm,,EX-3.1,other
1321834,000149315219018556,ex3-2.htm,,EX-3.2,other
1321834,000149315219018556,ex3-1_001.jpg,,GRAPHIC,other
1321834,000149315219018556,ex3-1_002.jpg,,GRAPHIC,other
1321834,000149315219018556,ex3-2_001.jpg,,GRAPHIC,other
1321834,000149315219018556,ex3-2_002.jpg,,GRAPHIC,other
1321834,000149315219018556,0001493152-19-018556.txt,Complete submission text file,,other
1321834,000149315218017217,form8-k.htm,,8-K,other
1321834,000149315218017217,ex10-1.htm,,EX-10.1,material_contract_other
1321834,000149315218017217,0001493152-18-017217.txt,Complete submission text file,,other
1321834,000149315220000248,form8-k.htm,,8-K,other
1321834,000149315220000248,ex3-1.htm,,EX-3.1,other
1321834,000149315220000248,ex10-1.htm,,EX-10.1,material_contract_other
1321834,000149315220000248,ex10-1_001.jpg,,GRAPHIC,other
1321834,000149315220000248,0001493152-20-000248.txt,Complete submission text file,,other
1321834,000149315219004590,form10-k.htm,,10-K,other
1321834,000149315219004590,ex23-1.htm,,EX-23.1,other
1321834,000149315219004590,ex31-1.htm,,EX-31.1,other
1321834,000149315219004590,ex32-1.htm,,EX-32.1,other
1321834,000149315219004590,0001493152-19-004590.txt,Complete submission text file,,other
1321834,000149315219004590,aker-20181231.xml,XBRL INSTANCE FILE,EX-101.INS,other
1321834,000149315219004590,aker-20181231.xsd,XBRL SCHEMA FILE,EX-101.SCH,other
1321834,000149315219004590,aker-20181231_cal.xml,XBRL CALCULATION FILE,EX-101.CAL,other
1321834,000149315219004590,aker-20181231_def.xml,XBRL DEFINITION FILE,EX-101.DEF,other
1321834,000149315219004590,aker-20181231_lab.xml,XBRL LABEL FILE,EX-101.LAB,other
1321834,000149315219004590,aker-20181231_pre.xml,XBRL PRESENTATION FILE,EX-101.PRE,other
1321834,000149315221009009,form8-k.htm,,8-K,other
1321834,000149315221009009,0001493152-21-009009.txt,Complete submission text file,,other
1321834,000149315220005958,form8-k.htm,,8-K,other
1321834,000149315220005958,ex99-1.htm,,EX-99.1,other
1321834,000149315220005958,0001493152-20-005958.txt,Complete submission text file,,other
860730,000119312520030658,d870001d8k.htm iXBRL,FORM 8-K,8-K,other
860730,000119312520030658,d870001dex991.htm,EX-99.1,EX-99.1,other
860730,000119312520030658,d870001dex992.htm,EX-99.2,EX-99.2,other
860730,000119312520030658,g870001g61a73.jpg,GRAPHIC,GRAPHIC,other
860730,000119312520030658,0001193125-20-030658.txt,Complete submission text file,,other
860730,000119312520030658,hca-20200211.xsd,XBRL TAXONOMY EXTENSION SCHEMA,EX-101.SCH,other
860730,000119312520030658,hca-20200211_lab.xml,XBRL TAXONOMY EXTENSION LABEL LINKBASE,EX-101.LAB,other
860730,000119312520030658,hca-20200211_pre.xml,XBRL TAXONOMY EXTENSION PRESENTATION LINKBASE,EX-101.PRE,other
860730,000119312520030658,d870001d8k_htm.xml,EXTRACTED XBRL INSTANCE DOCUMENT,XML,other
860730,000119312519265871,d788119d8k.htm iXBRL,FORM 8-K,8-K,other
860730,000119312519265871,d788119dex41.htm,EX-4.1,EX-4.1,other
860730,000119312519265871,0001193125-19-265871.txt,Complete submission text file,,other
860730,000119312519265871,hca-20191008.xsd,XBRL TAXONOMY EXTENSION SCHEMA,EX-101.SCH,other
860730,000119312519265871,hca-20191008_lab.xml,XBRL TAXONOMY EXTENSION LABEL LINKBASE,EX-101.LAB,other
860730,000119312519265871,hca-20191008_pre.xml,XBRL TAXONOMY EXTENSION PRESENTATION LINKBASE,EX-101.PRE,other
860730,000119312519265871,d788119d8k_htm.xml,EXTRACTED XBRL INSTANCE DOCUMENT,XML,other
860730,000119312520016154,d879257d8k.htm iXBRL,8-K,8-K,other
860730,000119312520016154,d879257dex991.htm,EX-99.1,EX-99.1,other
860730,000119312520016154,g8792572.jpg,GRAPHIC,GRAPHIC,other
860730,000119312520016154,g879257g0128041136734.jpg,GRAPHIC,GRAPHIC,other
860730,000119312520016154,0001193125-20-016154.txt,Complete submission text file,,other
860730,000119312520016154,hca-20200128.xsd,XBRL TAXONOMY EXTENSION SCHEMA,EX-101.SCH,other
860730,000119312520016154,hca-20200128_lab.xml,XBRL TAXONOMY EXTENSION LABEL LINKBASE,EX-101.LAB,other
860730,000119312520016154,hca-20200128_pre.xml,XBRL TAXONOMY EXTENSION PRESENTATION LINKBASE,EX-101.PRE,other
860730,000119312520016154,d879257d8k_htm.xml,EXTRACTED XBRL INSTANCE DOCUMENT,XML,other
860730,000119312519297641,d831848d8k.htm iXBRL,FORM 8-K,8-K,other
860730,000119312519297641,d831848dex41.htm,EX-4.1,EX-4.1,other
860730,000119312519297641,0001193125-19-297641.txt,Complete submission text file,,other
860730,000119312519297641,hca-20191120.xsd,XBRL TAXONOMY EXTENSION SCHEMA,EX-101.SCH,other
860730,000119312519297641,hca-20191120_lab.xml,XBRL TAXONOMY EXTENSION LABEL LINKBASE,EX-101.LAB,other
860730,000119312519297641,hca-20191120_pre.xml,XBRL TAXONOMY EXTENSION PRESENTATION LINKBASE,EX-101.PRE,other
860730,000119312519297641,d831848d8k_htm.xml,EXTRACTED XBRL INSTANCE DOCUMENT,XML,other
860730,000119312519281996,d780498d10q.htm iXBRL,FORM 10-Q,10-Q,other
860730,000119312519281996,d780498dex311.htm,EX-31.1,EX-31.1,other
860730,000119312519281996,d780498dex312.htm,EX-31.2,EX-31.2,other
860730,000119312519281996,d780498dex32.htm,EX-32,EX-32,other
860730,000119312519281996,0001193125-19-281996.txt,Complete submission text file,,other
860730,000119312519281996,hca-20190930.xsd,XBRL TAXONOMY EXTENSION SCHEMA,EX-101.SCH,other
860730,000119312519281996,hca-20190930_cal.xml,XBRL TAXONOMY EXTENSION CALCULATION LINKBASE,EX-101.CAL,other
860730,000119312519281996,hca-20190930_def.xml,XBRL TAXONOMY EXTENSION DEFINITION LINKBASE,EX-101.DEF,other
860730,000119312519281996,hca-20190930_lab.xml,XBRL TAXONOMY EXTENSION LABEL LINKBASE,EX-101.LAB,other
860730,000119312519281996,hca-20190930_pre.xml,XBRL TAXONOMY EXTENSION PRESENTATION LINKBASE,EX-101.PRE,other
860730,000119312519281996,d780498d10q_htm.xml,EXTRACTED XBRL INSTANCE DOCUMENT,XML,other
860730,000119312519277113,d826383d8k.htm iXBRL,8-K,8-K,other
860730,000119312519277113,d826383dex991.htm,EX-99.1,EX-99.1,other
860730,000119312519277113,g8263831.jpg,GRAPHIC,GRAPHIC,other
860730,000119312519277113,g8263832.jpg,GRAPHIC,GRAPHIC,other
860730,000119312519277113,0001193125-19-277113.txt,Complete submission text file,,other
860730,000119312519277113,hca-20191029.xsd,XBRL TAXONOMY EXTENSION SCHEMA,EX-101.SCH,other
860730,000119312519277113,hca-20191029_lab.xml,XBRL TAXONOMY EXTENSION LABEL LINKBASE,EX-101.LAB,other
860730,000119312519277113,hca-20191029_pre.xml,XBRL TAXONOMY EXTENSION PRESENTATION LINKBASE,EX-101.PRE,other
860730,000119312519277113,d826383d8k_htm.xml,EXTRACTED XBRL INSTANCE DOCUMENT,XML,other
860730,000119312520033383,d850252d8k.htm iXBRL,FORM 8-K,8-K,other
860730,000119312520033383,d850252dex11.htm,EX-1.1,EX-1.1,other
860730,000119312520033383,0001193125-20-033383.txt,Complete submission text file,,other
860730,000119312520033383,hca-20200211.xsd,XBRL TAXONOMY EXTENSION SCHEMA,EX-101.SCH,other
860730,000119312520033383,hca-20200211_lab.xml,XBRL TAXONOMY EXTENSION LABEL LINKBASE,EX-101.LAB,other
860730,000119312520033383,hca-20200211_pre.xml,XBRL TAXONOMY EXTENSION PRESENTATION LINKBASE,EX-101.PRE,other
860730,000119312520033383,d850252d8k_htm.xml,EXTRACTED XBRL INSTANCE DOCUMENT,XML,other
1308547,000119312512251220,d359460d8k.htm,FORM 8-K,8-K,other
1308547,000119312512251220,0001193125-12-251220.txt,Complete submission text file,,other
1308547,000119312508017007,d10q.htm,FORM 10-Q,10-Q,other
1308547,000119312508017007,dex105.htm,"SENIOR EXECUTIVE SUPPLEMENTAL RETIREMENT PLAN, AS AMENDED AND RESTATED",EX-10.5,material_contract_other
1308547,000119312508017007,dex311.htm,SECTION 302 CEO CERTIFICATION,EX-31.1,certification
1308547,000119312508017007,dex312.htm,SECTION 302 CFO CERTIFICATION,EX-31.2,certification
1308547,000119312508017007,dex321.htm,SECTION 906 CEO AND CFO CERTIFICATION,EX-32.1,certification
1308547,000119312508017007,0001193125-08-017007.txt,Complete submission text file,,other
1308547,000115752312001542,a50218015.htm,"DOLBY LABORATORIES, INC. 8-K",8-K,other
1308547,000115752312001542,a50218015-ex991.htm,EXHIBIT 99.1,EX-99.1,other
1308547,000115752312001542,0001157523-12-001542.txt,Complete submission text file,,other
1308547,000162828017007893,a10-qxq317.htm,10-Q,10-Q,other
1308547,000162828017007893,exhibit311-section302certi.htm,EXHIBIT 31.1 - SECTION 302 CERTIFICATION (CEO) Q3'17,EX-31.1,certification
1308547,000162828017007893,exhibit312-section302certi.htm,EXHIBIT 31.2 - SECTION 302 CERTIFICATION (CFO) Q3'17,EX-31.2,certification
