or_name,ee_name,deal_date,n_patents,seller_cik,buyer_cik,deal_id,filer_cik,sec_start,sec_end,any_sec_exhibit,any_sec_price,any_patent_asset_sale
INTERNATIONAL BUSINESS MACHINES CORPORATION,HITACHI GLOBAL STORAGE TECHNOLOGIES NETHERLANDS BV,2003-07-16,31,51143,932021,568,51143,2003-04-17,2003-10-14,0,0,0
INTERNATIONAL BUSINESS MACHINES CORPORATION,HITACHI GLOBAL STORAGE TECHNOLOGIES NETHERLANDS BV,2003-08-11,31,51143,932021,569,51143,2003-05-13,2003-11-09,0,0,0
INTERNATIONAL BUSINESS MACHINES CORPORATION,HITACHI GLOBAL STORAGE TECHNOLOGIES NETHERLANDS BV,2003-10-02,29,51143,932021,570,51143,2003-07-04,2003-12-31,0,0,0
INTERNATIONAL BUSINESS MACHINES CORPORATION,HITACHI GLOBAL STORAGE TECHNOLOGIES NETHERLANDS BV,2003-12-01,58,51143,932021,571,51143,2003-09-02,2004-02-29,0,0,0
INTERNATIONAL BUSINESS MACHINES CORPORATION,HITACHI GLOBAL STORAGE TECHNOLOGIES NETHERLANDS BV,2005-03-30,62,51143,932021,572,51143,2004-12-30,2005-06-28,0,0,0
INTERNATIONAL BUSINESS MACHINES CORPORATION,INTERNATIONAL BUSINESS MACHINES CORPORATION,2018-01-02,21,51143,51143,573,51143,2017-10-04,2018-04-02,0,0,0
INTERNATIONAL BUSINESS MACHINES CORPORATION,NUANCE COMMUNICATIONS INC,2009-03-31,68,51143,nan,574,51143,2008-12-31,2009-06-29,0,0,0
INTERNATIONAL BUSINESS MACHINES CORPORATION,PURE STORAGE INC,2019-06-11,55,51143,1474432,575,51143,2019-03-13,2019-09-09,0,0,0
INTERNATIONAL BUSINESS MACHINES CORPORATION,PURE STORAGE INC,2019-06-18,39,51143,1474432,576,51143,2019-03-20,2019-09-16,0,0,0
INTERNATIONAL BUSINESS MACHINES CORPORATION,SERVICENOW INC,2018-01-02,22,51143,1373715,577,51143,2017-10-04,2018-04-02,0,0,0
INTERNATIONAL BUSINESS MACHINES CORPORATION,TESSERA INC,2019-12-27,55,51143,nan,578,51143,2019-09-28,2020-03-26,0,0,0
INTERNATIONAL BUSINESS MACHINES CORPORATION,UTOPUS INSIGHTS INC,2017-03-13,25,51143,nan,579,51143,2016-12-13,2017-06-11,0,0,0
INTERNATIONAL GAME TECHNOLOGY,IGT,2002-10-22,25,1931717,nan,580,1931717,2002-07-24,2003-01-20,0,0,0
INTRALUMINAL THERAPEUTICS INC,KENSEY NASH CORPORATION,2006-05-23,25,1001316,nan,581,1001316,2006-02-22,2006-08-21,0,0,0
INTUITIVE SURGICAL INC,INTUITIVE SURGICAL OPERATIONS INC,2010-02-19,228,1035267,1035267,582,1035267,2009-11-21,2010-05-20,0,0,0
INVARIUM INC,CADENCE DESIGN SYSTEMS INC,2008-06-04,24,nan,813672,583,813672,2008-03-06,2008-09-02,0,0,0
IP HOLDINGS INC,SMART MOBILE INC,2015-07-24,45,1681206,nan,584,1681206,2015-04-25,2015-10-22,0,0,0
ISP INVESTMENTS INC,TROY TECHNOLOGY II INC,2015-07-01,28,nan,1779474,585,1779474,2015-04-02,2015-09-29,0,0,0
IVE JONATHAN P,APPLE COMPUTER INC,2005-11-28,21,nan,320193,586,320193,2005-08-30,2006-02-26,0,0,0
IVE JONATHAN P,APPLE INC,2007-12-21,35,nan,320193,587,320193,2007-09-22,2008-03-20,0,0,0
IVE JONATHAN P,APPLE INC,2014-01-21,22,nan,320193,588,320193,2013-10-23,2014-04-21,0,0,0
IVE JONATHAN P,APPLE INC,2014-12-09,22,nan,320193,589,320193,2014-09-10,2015-03-09,0,0,0
IVE JONATHAN P,APPLE INC,2015-02-05,63,nan,320193,590,320193,2014-11-07,2015-05-06,0,0,0
IVE JONATHAN P,APPLE INC,2016-03-01,20,nan,320193,591,320193,2015-12-02,2016-05-30,0,0,0
IVE JONATHAN P,APPLE INC,2020-11-04,28,nan,320193,592,320193,2020-08-06,2021-02-02,0,0,0
IZALLALEN MOUNIR,EASTMAN CHEMICAL COMPANY,2019-09-17,25,nan,915389,593,915389,2019-06-19,2019-12-16,0,0,0
JAEDE JULIAN,APPLE INC,2020-08-07,20,nan,320193,594,320193,2020-05-09,2020-11-05,0,0,0
JAHNES CHRISTOPHER V,INTERNATIONAL BUSINESS MACHINES CORPORATION,2014-01-30,24,nan,51143,595,51143,2013-11-01,2014-04-30,0,0,0
JAIN MANISHA,AMERICAN EXPRESS TRAVEL RELATED SERVICES COMPANY INC,2006-11-28,21,nan,4962,596,4962,2006-08-30,2007-02-26,0,0,0
JAKOBOVITS AYA,AGENSYS INC,2002-05-06,51,nan,924383,597,924383,2002-02-05,2002-08-04,0,0,0
JDA TECHNOLOGIES US INC,JDA SOFTWARE GROUP INC,2011-05-24,66,1321834,nan,598,1321834,2011-02-23,2011-08-22,0,0,0
JENKINS BARRETT,GANART TECHNOLOGIES INC,2010-01-14,21,nan,1321834,599,1321834,2009-10-16,2010-04-14,0,0,0
JENSEN STEVEN D,CAO GROUP INC,2015-05-28,28,nan,1419559,600,1419559,2015-02-27,2015-08-26,0,0,0
JEON BEOM JIN,LG ELECTRONICS INC,2008-12-29,26,nan,2058873,601,2058873,2008-09-30,2009-03-29,0,0,0
JEON BYEONGMOON,LG ELECTRONICS INC,2014-04-29,21,nan,2058873,602,2058873,2014-01-29,2014-07-28,0,0,0
JEON BYEUNGWOO,SK TELECOM CO LTD,2010-10-12,23,nan,1015650,603,1015650,2010-07-14,2011-01-10,0,0,0
JEON BYEUNGWOO,SK TELECOM CO LTD,2011-03-07,21,nan,1015650,604,1015650,2010-12-07,2011-06-05,0,0,0
JEON BYEUNGWOO,SK TELECOM CO LTD,2013-05-30,32,nan,1015650,605,1015650,2013-03-01,2013-08-28,0,0,0
JEON HOIL,LG ELECTRONICS INC,2020-02-07,37,nan,2058873,606,2058873,2019-11-09,2020-05-07,0,0,0
JI SEUNGHYUN,LG ELECTRONICS INC,2020-01-07,27,nan,2058873,607,2058873,2019-10-09,2020-04-06,0,0,0
JOBS STEVE,APPLE COMPUTER INC,2005-11-16,20,nan,320193,608,320193,2005-08-18,2006-02-14,0,0,0
JOBS STEVE,APPLE INC,2008-02-05,28,nan,320193,609,320193,2007-11-07,2008-05-05,0,0,0
JOHN DEERE GMBH CO KG,DEERE COMPANY,2014-12-19,217,315189,nan,610,315189,2014-09-20,2015-03-19,0,0,0
JOHNSON CONTROLS TECHNOLOGY COMPANY,CPS TECHNOLOGY HOLDINGS LLC,2019-04-30,100,200406,nan,611,200406,2019-01-30,2019-07-29,1,0,0
JOHNSON CONTROLS TECHNOLOGY COMPANY,JOHNSON CONTROLS TYCO IP HOLDINGS LLP,2021-08-06,23,200406,200406,612,200406,2021-05-08,2021-11-04,0,0,0
JOHNSON CONTROLS TECHNOLOGY COMPANY,VISTEON GLOBAL TECHNOLOGIES INC,2014-07-01,21,200406,1321834,613,200406,2014-04-02,2014-09-29,0,0,0
JOHNSON ERIC,CRUX BIOMEDICAL INC,2006-06-22,24,200406,nan,614,200406,2006-03-24,2006-09-20,0,0,0
JOHNSON JASON,AUGUST HOME INC,2017-03-26,37,200406,nan,615,200406,2016-12-26,2017-06-24,0,0,0
JOHNSON JOSEPH M,REALLY RIGHT STUFF LLC,2015-10-23,21,200406,nan,616,200406,2015-07-25,2016-01-21,0,0,0
JOHNSON JOSEPH M SR,REALLY RIGHT STUFF LLC,2015-10-23,23,200406,nan,617,200406,2015-07-25,2016-01-21,0,0,0
JOHNSON KARA W,IDEO LP,2014-02-20,23,200406,nan,618,200406,2013-11-22,2014-05-21,0,0,0
JOHNSON KARL S,MICRON ELECTRONICS INC,1998-02-10,23,200406,nan,619,200406,1997-11-12,1998-05-11,0,0,0
JOHNSON TODD W,MILWAUKEE ELECTRIC TOOL CORPORATION,2004-09-02,47,200406,nan,620,200406,2004-06-04,2004-12-01,0,0,0
JOHNSON TODD W,MILWAUKEE ELECTRIC TOOL CORPORATION,2005-09-21,22,200406,nan,621,200406,2005-06-23,2005-12-20,0,0,0
JONES TODD K,LIGAND PHARMACEUTICALS INC,2000-09-22,35,nan,886163,622,886163,2000-06-24,2000-12-21,0,0,0
JOO JUNGHYUN,LG ELECTRONICS INC,2019-10-28,23,nan,2058873,623,2058873,2019-07-30,2020-01-26,0,0,0
JUNG HANJIN,LG ELECTRONICS INC,2016-12-29,23,nan,2058873,624,2058873,2016-09-30,2017-03-29,0,0,0
JUNG MIJIN,LG ELECTRONICS INC,2019-10-28,23,nan,2058873,625,2058873,2019-07-30,2020-01-26,0,0,0
JUNG SUNGHOON,LG ELECTRONICS INC,2016-06-02,22,nan,2058873,626,2058873,2016-03-04,2016-08-31,0,0,0
KADRI ROMI,SONOS INC,2016-12-01,34,nan,1314727,627,1314727,2016-09-02,2017-03-01,0,0,0
KALVIG ANDREA BETH,PIONEER HIBRED INTERNATIONAL INC,2018-04-13,49,nan,105319,628,105319,2018-01-13,2018-07-12,0,0,0
KALVIG ANDREA BETH,PIONEER HIBRED INTERNATIONAL INC,2019-08-13,31,nan,105319,629,105319,2019-05-15,2019-11-11,0,0,0
KALYRA PHARMACEUTICALS INC,ZENO ROYALTIES MILESTONES LLC,2018-07-25,39,1691082,nan,630,1691082,2018-04-26,2018-10-23,0,0,0
KAMATH APURV U,DEXCOM INC,2004-01-12,58,nan,1093557,631,1093557,2003-10-14,2004-04-11,0,0,0
KAMATH APURV U,DEXCOM INC,2005-03-30,26,nan,1093557,632,1093557,2004-12-30,2005-06-28,0,0,0
KAMATH APURV ULLAS,DEXCOM INC,2009-01-07,24,nan,1093557,633,1093557,2008-10-09,2009-04-07,0,0,0
KAMSHAD KOUROSH,SEURAT TECHNOLOGIES INC,2016-10-26,24,nan,1321834,634,1321834,2016-07-28,2017-01-24,0,0,0
KANG JIWON,LG ELECTRONICS INC,2018-09-11,33,nan,2058873,635,2058873,2018-06-13,2018-12-10,0,0,0
KANG KYUNG WON,LG ELECTRONICS INC,2001-08-08,26,nan,2058873,636,2058873,2001-05-10,2001-11-06,0,0,0
KANGAS DANIEL J,FORD GLOBAL TECHNOLOGIES LLC,2018-03-28,20,nan,932021,637,932021,2017-12-28,2018-06-26,0,0,0
KAOUD EHAB N,FORD GLOBAL TECHNOLOGIES LLC,2020-01-31,45,nan,932021,638,932021,2019-11-02,2020-04-30,0,0,0
KAPOOR CHET,BEA SYSTEMS INC,2005-08-02,27,nan,1352010,639,1352010,2005-05-04,2005-10-31,0,0,0
KARUBE DAISUKE,DAIKIN INDUSTRIES LTD,2020-08-21,20,nan,1446519,640,1446519,2020-05-23,2020-11-19,0,0,0
KASI JAYARAM,BEA SYSTEMS INC,2005-07-22,26,nan,1352010,641,1352010,2005-04-23,2005-10-20,0,0,0
KATZ JEFF,BROYHILL FURNITURE INDUSTRIES INC,2004-03-25,21,nan,72162,642,72162,2003-12-26,2004-06-23,0,0,0
KATZ JEFFREY,BROYHILL FURNITURE INDUSTRIES INC,2003-06-20,25,nan,72162,643,72162,2003-03-22,2003-09-18,0,0,0
KEIM HOLGER,RIGEL PHARMACEUTICALS INC,2003-03-04,20,nan,1034842,644,1034842,2002-12-04,2003-06-02,0,0,0
KELLY THOMAS,BAXTER INTERNATIONAL INC,2005-01-26,28,nan,10456,645,10456,2004-10-28,2005-04-26,0,0,0
KERR DUNCAN ROBERT,APPLE COMPUTER INC,2005-10-21,22,nan,320193,646,320193,2005-07-23,2006-01-19,0,0,0
KERR DUNCAN ROBERT,APPLE INC,2007-12-17,35,nan,320193,647,320193,2007-09-18,2008-03-16,0,0,0
KERR DUNCAN ROBERT,APPLE INC,2014-12-09,21,nan,320193,648,320193,2014-09-10,2015-03-09,0,0,0
KERR DUNCAN ROBERT,APPLE INC,2015-01-19,38,nan,320193,649,320193,2014-10-21,2015-04-19,0,0,0
KERR DUNCAN ROBERT,APPLE INC,2020-07-01,20,nan,320193,650,320193,2020-04-02,2020-09-29,0,0,0
KIA AMIRALI,ILLUMINA INC,2019-08-06,28,nan,1110803,651,1110803,2019-05-08,2019-11-04,0,0,0
KIM BYOUNG GILL,LG ELECTRONICS INC,2007-07-04,32,nan,2058873,652,2058873,2007-04-05,2007-10-02,0,0,0
KIM BYOUNG GILL,LG ELECTRONICS INC,2007-07-26,31,nan,2058873,653,2058873,2007-04-27,2007-10-24,0,0,0
KIM BYOUNG GILL,LG ELECTRONICS INC,2008-08-26,49,nan,2058873,654,2058873,2008-05-28,2008-11-24,0,0,0
KIM CHULHO,INTERNATIONAL BUSINESS MACHINES CORPORATION,2008-01-31,21,nan,51143,655,51143,2007-11-02,2008-04-30,0,0,0
KIM DONG SOO,LG ELECTRONICS INC,2006-12-01,20,nan,2058873,656,2058873,2006-09-02,2007-03-01,0,0,0
KIM EUNSUN,LG ELECTRONICS INC,2018-08-08,21,nan,2058873,657,2058873,2018-05-10,2018-11-06,0,0,0
KIM EUNSUN,LG ELECTRONICS INC,2018-09-08,24,nan,2058873,658,2058873,2018-06-10,2018-12-07,0,0,0
KIM HAEKWANG,SK TELECOM CO LTD,2010-10-16,22,nan,1015650,659,1015650,2010-07-18,2011-01-14,0,0,0
KIM HAEKWANG,SK TELECOM CO LTD,2013-07-13,28,nan,1015650,660,1015650,2013-04-14,2013-10-11,0,0,0
KIM HAYOON,SK TELECOM CO LTD,2010-12-23,23,nan,1015650,661,1015650,2010-09-24,2011-03-23,0,0,0
KIM HAYOON,SK TELECOM CO LTD,2011-03-04,21,nan,1015650,662,1015650,2010-12-04,2011-06-02,0,0,0
KIM HYEWON,LG ELECTRONICS INC,2019-08-20,21,nan,2058873,663,2058873,2019-05-22,2019-11-18,0,0,0
KIM JAEHYUNG,LG ELECTRONICS INC,2016-04-04,23,nan,2058873,664,2058873,2016-01-05,2016-07-03,0,0,0
KIM JIN PIL,LG ELECTRONICS INC,2004-10-25,48,nan,2058873,665,2058873,2004-07-27,2005-01-23,0,0,0
KIM JIN PIL,LG ELECTRONICS INC,2006-09-29,23,nan,2058873,666,2058873,2006-07-01,2006-12-28,0,0,0
KIM JIN PIL,LG ELECTRONICS INC,2008-08-14,31,nan,2058873,667,2058873,2008-05-16,2008-11-12,0,0,0
KIM JIN PIL,LG ELECTRONICS INC,2008-10-20,35,nan,2058873,668,2058873,2008-07-22,2009-01-18,0,0,0
KIM JIN WOO,LG ELECTRONICS INC,2006-09-29,24,nan,2058873,669,2058873,2006-07-01,2006-12-28,0,0,0
KIM JIN WOO,LG ELECTRONICS INC,2007-07-04,36,nan,2058873,670,2058873,2007-04-05,2007-10-02,0,0,0
KIM JIN WOO,LG ELECTRONICS INC,2007-07-26,31,nan,2058873,671,2058873,2007-04-27,2007-10-24,0,0,0
KIM JIN WOO,LG ELECTRONICS INC,2008-08-26,49,nan,2058873,672,2058873,2008-05-28,2008-11-24,0,0,0
KIM JINJU,LG ELECTRONICS INC,2017-04-04,33,nan,2058873,673,2058873,2017-01-04,2017-07-03,0,0,0
KIM JONG MOON,LG ELECTRONICS INC,2006-09-29,24,nan,2058873,674,2058873,2006-07-01,2006-12-28,0,0,0
KIM JONG MOON,LG ELECTRONICS INC,2007-07-04,32,nan,2058873,675,2058873,2007-04-05,2007-10-02,0,0,0
KIM JONG MOON,LG ELECTRONICS INC,2007-07-26,31,nan,2058873,676,2058873,2007-04-27,2007-10-24,0,0,0
KIM JONG MOON,LG ELECTRONICS INC,2008-03-05,23,nan,2058873,677,2058873,2007-12-06,2008-06-03,0,0,0
KIM JUNGSUN,LG ELECTRONICS INC,2014-02-20,20,nan,2058873,678,2058873,2013-11-22,2014-05-21,0,0,0
KIM JUNKI,LG ELECTRONICS INC,2019-12-02,20,nan,2058873,679,2058873,2019-09-03,2020-03-01,0,0,0
KIM KIJUN,LG ELECTRONICS INC,2018-09-11,30,nan,2058873,680,2058873,2018-06-13,2018-12-10,0,0,0
KIM KYOUNGJOUNG,LG ELECTRONICS INC,2017-02-13,21,nan,2058873,681,2058873,2016-11-15,2017-05-14,0,0,0
KIM MIN GYU,LG ELECTRONICS INC,2011-10-19,22,nan,2058873,682,2058873,2011-07-21,2012-01-17,0,0,0
KIM MIN GYU,LG ELECTRONICS INC,2012-07-16,26,nan,2058873,683,2058873,2012-04-17,2012-10-14,0,0,0
KIM MINGYU,LG ELECTRONICS INC,2013-02-19,35,nan,2058873,684,2058873,2012-11-21,2013-05-20,0,0,0
KIM MIYOUNG,LG ELECTRONICS INC,2016-12-29,27,nan,2058873,685,2058873,2016-09-30,2017-03-29,0,0,0
KIM NAMHEE,LG ELECTRONICS INC,2017-04-17,39,nan,2058873,686,2058873,2017-01-17,2017-07-16,0,0,0
KIM RYAN YONG,BELKIN INTERNATIONAL INC,2014-09-24,26,nan,105319,687,105319,2014-06-26,2014-12-23,0,0,0
KIM SEUNGHWAN,LG ELECTRONICS INC,2022-01-01,91,nan,2058873,688,2058873,2021-10-03,2022-04-01,0,0,0
KIM SOJIN,LG ELECTRONICS INC,2020-01-07,27,nan,2058873,689,2058873,2019-10-09,2020-04-06,0,0,0
KIM SOOHYOUNG,FORD GLOBAL TECHNOLOGIES LLC,2018-06-19,43,nan,932021,690,932021,2018-03-21,2018-09-17,0,0,0
KIM SOOYEON,LG ELECTRONICS INC,2016-12-29,27,nan,2058873,691,2058873,2016-09-30,2017-03-29,0,0,0
KIM TAEHO,LG ELECTRONICS INC,2019-10-28,23,nan,2058873,692,2058873,2019-07-30,2020-01-26,0,0,0
KIM TAEK SOO,LG ELECTRONICS INC,2008-12-29,26,nan,2058873,693,2058873,2008-09-30,2009-03-29,0,0,0
KIM YOOSEOK,LG ELECTRONICS INC,2016-12-01,25,nan,2058873,694,2058873,2016-09-02,2017-03-01,0,0,0
KIM YOOSEOK,LG ELECTRONICS INC,2017-07-01,33,nan,2058873,695,2058873,2017-04-02,2017-09-29,0,0,0
KIM YOUNG IN,LG ELECTRONICS INC,2006-09-29,24,nan,2058873,696,2058873,2006-07-01,2006-12-28,0,0,0
KIM YOUNGKYOUNG,LG ELECTRONICS INC,2016-12-01,23,nan,2058873,697,2058873,2016-09-02,2017-03-01,0,0,0
KIM YOUNSOO,LG ELECTRONICS INC,2016-12-01,25,nan,2058873,698,2058873,2016-09-02,2017-03-01,0,0,0
KIM YOUNSOO,LG ELECTRONICS INC,2017-07-01,21,nan,2058873,699,2058873,2017-04-02,2017-09-29,0,0,0
KIMBERLYCLARK CORPORATION,PROCTER GAMBLE COMPANY THE,1997-10-13,32,nan,80424,700,80424,1997-07-15,1998-01-11,0,0,0
KIMBERLYCLARK TISSUE COMPANY,PROCTER GAMBLE COMPANY THE,1997-10-13,33,nan,80424,701,80424,1997-07-15,1998-01-11,0,0,0
KIMBERLYCLARK WORLDWIDE INC,SORRENTO THERAPEUTICS INC,2018-07-02,35,nan,1484565,702,1484565,2018-04-03,2018-09-30,0,0,0
KIMCHI GUR,AMAZON TECHNOLOGIES INC,2015-01-16,22,nan,1321834,703,1321834,2014-10-18,2015-04-16,0,0,0
KING OF FANS INC,CHIEN LUEN INDUSTRIES CO LTD INC,2008-08-20,20,nan,72162,704,72162,2008-05-22,2008-11-18,0,0,0
KING OF FANS INC,CHIEN LUEN INDUSTRIES CO LTD INC,2008-08-25,81,nan,72162,705,72162,2008-05-27,2008-11-23,0,0,0
KIRKIZLAR HUSEYIN ESER,NATERA INC,2015-04-17,32,nan,1604821,706,1604821,2015-01-17,2015-07-16,0,0,0
KIVA SYSTEMS LLC,AMAZON TECHNOLOGIES INC,2012-09-06,22,nan,1321834,707,1321834,2012-06-08,2012-12-05,0,0,0
KLINE DANIEL S,DEXCOM INC,2005-03-08,20,nan,1093557,708,1093557,2004-12-08,2005-06-06,0,0,0
KO ALLAN,AMAZON TECHNOLOGIES INC,2016-01-13,20,nan,1321834,709,1321834,2015-10-15,2016-04-12,0,0,0
KO WOOSUK,LG ELECTRONICS INC,2016-04-04,27,nan,2058873,710,2058873,2016-01-05,2016-07-03,0,0,0
KOEKOEK MENNO,TECHNOLOGIES HOLDINGS CORP,2012-04-11,53,nan,2186,711,2186,2012-01-12,2012-07-10,0,0,0
KOMATSU YUZO,DAIKIN INDUSTRIES LTD,2020-08-26,20,nan,1446519,712,1446519,2020-05-28,2020-11-24,0,0,0
KONINKLIJKE PHILIPS ELECTRONICS NV,CHI MEI OPTOELECTRONICS CORPORATION,2008-06-09,37,313216,nan,713,313216,2008-03-11,2008-09-07,0,0,0
KONINKLIJKE PHILIPS ELECTRONICS NV,NXP BV,2007-07-04,33,313216,nan,714,313216,2007-04-05,2007-10-02,0,0,0
KONINKLIJKE PHILIPS NV,LUMILEDS LLC,2017-04-28,30,313216,nan,715,313216,2017-01-28,2017-07-27,0,0,0
KONINKLIJKE PHILIPS NV,MINICARE BV,2018-04-26,30,313216,nan,716,313216,2018-01-26,2018-07-25,0,0,0
KONINKLIJKE PHILIPS NV,PHILIPS LIGHTING HOLDING BV,2016-02-01,156,313216,nan,717,313216,2015-11-03,2016-05-01,0,0,0
KONINKLIJKE PHILIPS NV,PHILIPS PHOTONICS GMBH,2019-03-28,33,313216,nan,718,313216,2018-12-28,2019-06-26,0,0,0
KOO MOONMO,LG ELECTRONICS INC,2021-12-27,32,nan,2058873,719,2058873,2021-09-28,2022-03-27,0,0,0
KOTTOMTHARAYIL RAJIV,COMMVAULT SYSTEMS INC,2008-05-14,40,nan,1169561,720,1169561,2008-02-14,2008-08-12,0,0,0
KOTTOMTHARAYIL RAJIV,COMMVAULT SYSTEMS INC,2008-09-15,20,nan,1169561,721,1169561,2008-06-17,2008-12-14,0,0,0
KOVEL KIM,NIKE INC,2018-11-01,23,nan,320187,722,320187,2018-08-03,2019-01-30,0,0,0
KUMAR MAYANK,TILE INC,2016-10-28,21,nan,1552800,723,1552800,2016-07-30,2017-01-26,0,0,0
KUMARASAMY PARAMASIVAM,COMMVAULT SYSTEMS INC,2013-03-04,25,nan,1169561,724,1169561,2012-12-04,2013-06-02,0,0,0
KWAK KOOK YEON,LG ELECTRONICS INC,2001-08-08,26,nan,2058873,725,2058873,2001-05-10,2001-11-06,0,0,0
KWAK KOOK YEON,LG ELECTRONICS INC,2006-09-29,23,nan,2058873,726,2058873,2006-07-01,2006-12-28,0,0,0
KWAK KOOK YEON,LG ELECTRONICS INC,2007-07-04,22,nan,2058873,727,2058873,2007-04-05,2007-10-02,0,0,0
KWAK KOOK YEON,LG ELECTRONICS INC,2007-07-27,26,nan,2058873,728,2058873,2007-04-28,2007-10-25,0,0,0
KWAK KOOK YEON,LG ELECTRONICS INC,2008-08-18,44,nan,2058873,729,2058873,2008-05-20,2008-11-16,0,0,0
LAMBETH DAVID N,DYNAMICS INC,2008-12-18,29,nan,1022671,730,1022671,2008-09-19,2009-03-18,0,0,0
LAMM STEFAN,FORD GLOBAL TECHNOLOGIES LLC,2007-11-30,21,nan,932021,731,932021,2007-09-01,2008-02-28,0,0,0
LANCIA DAVID R JR,FORMA THERAPEUTICS INC,2016-06-20,20,nan,1001316,732,1001316,2016-03-22,2016-09-18,0,0,0
LANDISGYR TECHNOLOGY INC,LANDISGYR INNOVATIONS INC,2017-03-10,22,1779474,nan,733,1779474,2016-12-10,2017-06-08,0,0,0
LARKIN CARL,AMERICAN EXPRESS TRAVEL RELATED SERVICES COMPANY INC,2004-07-15,20,nan,4962,734,4962,2004-04-16,2004-10-13,0,0,0
LAURO PAUL A,INTERNATIONAL BUSINESS MACHINES CORPORATION,1993-05-03,38,nan,51143,735,51143,1993-02-02,1993-08-01,0,0,0
LAWSON JEFF,TWILIO INC,2012-10-03,22,nan,1447669,736,1447669,2012-07-05,2013-01-01,0,0,0
LAZIER COLIN LAIRD,AMAZON TECHNOLOGIES INC,2015-07-29,26,nan,1321834,737,1321834,2015-04-30,2015-10-27,0,0,0
LEABMAN MICHAEL A,MOVANO INC,2019-11-12,31,nan,1734750,738,1734750,2019-08-14,2020-02-10,0,0,0
LEARD FRANCIS L,SEURAT TECHNOLOGIES INC,2016-10-26,24,nan,1321834,739,1321834,2016-07-28,2017-01-24,0,0,0
LEATHER MARK,ADVANCED MICRO DEVICES INC,2012-03-30,20,nan,2488,740,2488,2011-12-31,2012-06-28,0,0,0
LEE 2 DONGHOON,LG ELECTRONICS INC,2021-03-30,28,nan,2058873,741,2058873,2020-12-30,2021-06-28,0,0,0
LEE ALLISON WAINGOLD,SNOWFLAKE COMPUTING INC,2015-03-09,32,nan,1640147,742,1640147,2014-12-09,2015-06-07,0,0,0
LEE BUMSANG,LG ELECTRONICS INC,2019-10-28,23,nan,2058873,743,2058873,2019-07-30,2020-01-26,0,0,0
LEE CHUL SOO,LG ELECTRONICS INC,2008-08-18,31,nan,2058873,744,2058873,2008-05-20,2008-11-16,0,0,0
LEE CHUL SOO,LG ELECTRONICS INC,2008-10-13,66,nan,2058873,745,2058873,2008-07-15,2009-01-11,0,0,0
LEE DONGHOON,LG ELECTRONICS INC,2021-03-30,47,nan,2058873,746,2058873,2020-12-30,2021-06-28,0,0,0
LEE HOPHIL,LG ELECTRONICS INC,2017-02-13,21,nan,2058873,747,2058873,2016-11-15,2017-05-14,0,0,0
LEE HYOUNG GON,LG ELECTRONICS INC,2006-09-29,24,nan,2058873,748,2058873,2006-07-01,2006-12-28,0,0,0
LEE HYOUNG GON,LG ELECTRONICS INC,2007-07-04,37,nan,2058873,749,2058873,2007-04-05,2007-10-02,0,0,0
LEE HYOUNG GON,LG ELECTRONICS INC,2007-07-26,31,nan,2058873,750,2058873,2007-04-27,2007-10-24,0,0,0
LEE HYOUNG GON,LG ELECTRONICS INC,2008-08-28,50,nan,2058873,751,2058873,2008-05-30,2008-11-26,0,0,0
LEE JIHONG,LG ELECTRONICS INC,2015-06-19,22,nan,2058873,752,2058873,2015-03-21,2015-09-17,0,0,0
LEE JONGHAK,LG ELECTRONICS INC,2020-01-07,27,nan,2058873,753,2058873,2019-10-09,2020-04-06,0,0,0
LEE JOON HUI,LG ELECTRONICS INC,2008-08-14,29,nan,2058873,754,2058873,2008-05-16,2008-11-12,0,0,0
LEE JUNGHWAN,LG ELECTRONICS INC,2019-08-20,21,nan,2058873,755,2058873,2019-05-22,2019-11-18,0,0,0
LEE KYUNGAH,LG ELECTRONICS INC,2013-07-22,20,nan,2058873,756,2058873,2013-04-23,2013-10-20,0,0,0
LEE KYUNGAH,LG ELECTRONICS INC,2020-02-07,37,nan,2058873,757,2058873,2019-11-09,2020-05-07,0,0,0
LEE MOON IL,LG ELECTRONICS INC,2012-04-25,24,nan,2058873,758,2058873,2012-01-26,2012-07-24,0,0,0
LEE MYUNGWHOON,LG ELECTRONICS INC,2020-01-08,24,nan,2058873,759,2058873,2019-10-10,2020-04-07,0,0,0
LEE SEUNGHOON,FORD GLOBAL TECHNOLOGIES LLC,2013-02-11,25,nan,932021,760,932021,2012-11-13,2013-05-12,0,0,0
LEE TAEKGI,LG ELECTRONICS INC,2017-04-26,22,nan,2058873,761,2058873,2017-01-26,2017-07-25,0,0,0
LEE WOOKYONG,LG ELECTRONICS INC,2021-03-30,47,nan,2058873,762,2058873,2020-12-30,2021-06-28,0,0,0
LEE YONGHO,LG ELECTRONICS INC,2016-12-01,47,nan,2058873,763,2058873,2016-09-02,2017-03-01,0,0,0
LEE YONGHO,LG ELECTRONICS INC,2018-06-01,36,nan,2058873,764,2058873,2018-03-03,2018-08-30,0,0,0
LEE YOUNGDAE,LG ELECTRONICS INC,2009-07-28,26,nan,2058873,765,2058873,2009-04-29,2009-10-26,0,0,0
LEE YOUNGDAE,LG ELECTRONICS INC,2016-06-02,21,nan,2058873,766,2058873,2016-03-04,2016-08-31,0,0,0
LEE YUNGLYUL,SK TELECOM CO LTD,2010-10-16,23,nan,1015650,767,1015650,2010-07-18,2011-01-14,0,0,0
